"id","BAorHigher","Variable","Value"
"39053",81.3,"High school graduate (includes equivalency)",61.3
"39055",85.2,"High school graduate (includes equivalency)",72.2
"39057",79.1,"High school graduate (includes equivalency)",64.2
"39059",87,"High school graduate (includes equivalency)",62.3
"39061",84,"High school graduate (includes equivalency)",66.1
"39063",84,"High school graduate (includes equivalency)",72.9
"39065",80.1,"High school graduate (includes equivalency)",68
"39067",74.8,"High school graduate (includes equivalency)",67.8
"39069",89.9,"High school graduate (includes equivalency)",73.9
"39071",80.9,"High school graduate (includes equivalency)",61.1
"39073",79.7,"High school graduate (includes equivalency)",62.6
"39075",77.1,"High school graduate (includes equivalency)",76.7
"39077",88.2,"High school graduate (includes equivalency)",70.6
"39079",84.1,"High school graduate (includes equivalency)",61.4
"39081",80.4,"High school graduate (includes equivalency)",59.8
"39083",83.2,"High school graduate (includes equivalency)",71
"39085",87,"High school graduate (includes equivalency)",73.7
"39087",82.6,"High school graduate (includes equivalency)",58.8
"39089",86.4,"High school graduate (includes equivalency)",70.5
"39091",82.6,"High school graduate (includes equivalency)",71.1
"39093",82.6,"High school graduate (includes equivalency)",66.5
"39095",82.9,"High school graduate (includes equivalency)",62.4
"39097",83.5,"High school graduate (includes equivalency)",60
"39099",81.6,"High school graduate (includes equivalency)",63.9
"39101",78.9,"High school graduate (includes equivalency)",56.7
"39103",85,"High school graduate (includes equivalency)",73.6
"39105",77.5,"High school graduate (includes equivalency)",57.8
"39107",85,"High school graduate (includes equivalency)",81.8
"39109",84.8,"High school graduate (includes equivalency)",72.8
"39111",73.7,"High school graduate (includes equivalency)",62.1
"39113",82.7,"High school graduate (includes equivalency)",63.2
"39115",77,"High school graduate (includes equivalency)",60.9
"39117",88.1,"High school graduate (includes equivalency)",71.7
"39119",85.8,"High school graduate (includes equivalency)",67
"39121",69.5,"High school graduate (includes equivalency)",52.4
"39123",79.8,"High school graduate (includes equivalency)",72.6
"39125",85.8,"High school graduate (includes equivalency)",70.3
"39127",79.7,"High school graduate (includes equivalency)",65.3
"39129",84.7,"High school graduate (includes equivalency)",64.9
"39131",80,"High school graduate (includes equivalency)",52.9
"39133",84.5,"High school graduate (includes equivalency)",71.4
"39135",81.4,"High school graduate (includes equivalency)",71
"39137",89,"High school graduate (includes equivalency)",82.5
"39139",83.8,"High school graduate (includes equivalency)",64
"39141",80.2,"High school graduate (includes equivalency)",56.8
"39143",87.3,"High school graduate (includes equivalency)",72.7
"39145",79.2,"High school graduate (includes equivalency)",51.1
"39147",85.7,"High school graduate (includes equivalency)",70.7
"39149",86.4,"High school graduate (includes equivalency)",75.1
"39151",83.2,"High school graduate (includes equivalency)",69.7
"39153",84.3,"High school graduate (includes equivalency)",69
"39155",80.9,"High school graduate (includes equivalency)",65.4
"39157",84.7,"High school graduate (includes equivalency)",72.2
"39159",85.5,"High school graduate (includes equivalency)",67.7
"39161",85,"High school graduate (includes equivalency)",72.5
"39163",79.1,"High school graduate (includes equivalency)",61.8
"39165",83.6,"High school graduate (includes equivalency)",67.1
"39167",81.7,"High school graduate (includes equivalency)",63.8
"39169",86,"High school graduate (includes equivalency)",73.7
"39171",83.5,"High school graduate (includes equivalency)",70.6
"39173",84.8,"High school graduate (includes equivalency)",70.1
"39175",90.4,"High school graduate (includes equivalency)",71.8
"40001",77.8,"High school graduate (includes equivalency)",60.6
"40003",77.8,"High school graduate (includes equivalency)",48.8
"40005",70.5,"High school graduate (includes equivalency)",48.6
"40007",84.8,"High school graduate (includes equivalency)",65.1
"40009",82.9,"High school graduate (includes equivalency)",63
"40011",77.1,"High school graduate (includes equivalency)",40.5
"40013",81.1,"High school graduate (includes equivalency)",61.3
"40015",83.8,"High school graduate (includes equivalency)",58.1
"40017",87,"High school graduate (includes equivalency)",73.8
"40019",81.6,"High school graduate (includes equivalency)",66.4
"40021",77.6,"High school graduate (includes equivalency)",62
"40023",79.6,"High school graduate (includes equivalency)",56.8
"40025",88.5,"High school graduate (includes equivalency)",70.7
"40027",83.5,"High school graduate (includes equivalency)",70.2
"40029",80.3,"High school graduate (includes equivalency)",71.8
"40031",73,"High school graduate (includes equivalency)",58.3
"40033",84.3,"High school graduate (includes equivalency)",69.2
"40035",84.3,"High school graduate (includes equivalency)",58
"40037",82.2,"High school graduate (includes equivalency)",63.4
"40039",89.1,"High school graduate (includes equivalency)",71.6
"40041",75.2,"High school graduate (includes equivalency)",62.8
"40043",73.9,"High school graduate (includes equivalency)",66.5
"40045",83.6,"High school graduate (includes equivalency)",62
"40047",76,"High school graduate (includes equivalency)",68.7
"40049",84,"High school graduate (includes equivalency)",61.2
"40051",82.2,"High school graduate (includes equivalency)",66.9
"40053",86.4,"High school graduate (includes equivalency)",76.5
"40055",89.3,"High school graduate (includes equivalency)",45.7
"40057",88.2,"High school graduate (includes equivalency)",57.3
"40059",82.7,"High school graduate (includes equivalency)",74.6
"40061",74.9,"High school graduate (includes equivalency)",59
"40063",77.1,"High school graduate (includes equivalency)",53
"40065",73.6,"High school graduate (includes equivalency)",60.9
"40067",83.5,"High school graduate (includes equivalency)",64.2
"40069",85.4,"High school graduate (includes equivalency)",58.8
"40071",78.9,"High school graduate (includes equivalency)",66.8
"40073",83.2,"High school graduate (includes equivalency)",77.6
"40075",86.4,"High school graduate (includes equivalency)",68.8
"40077",73.1,"High school graduate (includes equivalency)",59.7
"40079",79.5,"High school graduate (includes equivalency)",57.5
"40081",82.6,"High school graduate (includes equivalency)",64.8
"40083",84.2,"High school graduate (includes equivalency)",66.6
"40085",82,"High school graduate (includes equivalency)",67.4
"40087",84,"High school graduate (includes equivalency)",68.8
"40089",79.5,"High school graduate (includes equivalency)",58.4
"40091",77.2,"High school graduate (includes equivalency)",56.8
"40093",87.7,"High school graduate (includes equivalency)",72.8
"40095",80.7,"High school graduate (includes equivalency)",62.2
"40097",86.3,"High school graduate (includes equivalency)",61.4
"40099",87.2,"High school graduate (includes equivalency)",68.3
"40101",78.1,"High school graduate (includes equivalency)",59.4
"40103",84.6,"High school graduate (includes equivalency)",65.8
"40105",81.9,"High school graduate (includes equivalency)",65.2
"40107",75.5,"High school graduate (includes equivalency)",51.3
"40109",82.7,"High school graduate (includes equivalency)",65.1
"40111",74.1,"High school graduate (includes equivalency)",62.2
"40113",79.1,"High school graduate (includes equivalency)",61.4
"40115",84.1,"High school graduate (includes equivalency)",65.3
"40117",81.7,"High school graduate (includes equivalency)",66
"40119",79.7,"High school graduate (includes equivalency)",65.9
"40121",80.5,"High school graduate (includes equivalency)",59.2
"40123",84,"High school graduate (includes equivalency)",67.5
"40125",82.6,"High school graduate (includes equivalency)",60.9
"40127",72.1,"High school graduate (includes equivalency)",61.6
"40129",84.1,"High school graduate (includes equivalency)",71.8
"40131",83.8,"High school graduate (includes equivalency)",71.7
"40133",81.5,"High school graduate (includes equivalency)",61.2
"40135",78.3,"High school graduate (includes equivalency)",59.4
"40137",80.7,"High school graduate (includes equivalency)",68.7
"40139",89,"High school graduate (includes equivalency)",83.4
"40141",83.3,"High school graduate (includes equivalency)",61.3
"40143",84,"High school graduate (includes equivalency)",68.5
"40145",82.4,"High school graduate (includes equivalency)",67.1
"40147",79.9,"High school graduate (includes equivalency)",67
"40149",82.3,"High school graduate (includes equivalency)",69.2
"40151",85.1,"High school graduate (includes equivalency)",69
"40153",84.5,"High school graduate (includes equivalency)",64.5
"41001",80,"High school graduate (includes equivalency)",61.4
"41003",77.4,"High school graduate (includes equivalency)",63
"41005",80,"High school graduate (includes equivalency)",69.4
"41007",77.7,"High school graduate (includes equivalency)",63.6
"41009",74.8,"High school graduate (includes equivalency)",60
"41011",74.1,"High school graduate (includes equivalency)",54.2
"41013",64,"High school graduate (includes equivalency)",63
"41015",72.3,"High school graduate (includes equivalency)",59.6
"41017",76.6,"High school graduate (includes equivalency)",65.6
"41019",75.2,"High school graduate (includes equivalency)",58.8
"41021",79.2,"High school graduate (includes equivalency)",64.2
"41023",75.1,"High school graduate (includes equivalency)",65.7
"41025",80.4,"High school graduate (includes equivalency)",57.9
"41027",81.5,"High school graduate (includes equivalency)",69.2
"41029",75.6,"High school graduate (includes equivalency)",60.2
"41031",71.4,"High school graduate (includes equivalency)",54.3
"41033",63.4,"High school graduate (includes equivalency)",58.6
"41035",76.7,"High school graduate (includes equivalency)",57.6
"41037",78.9,"High school graduate (includes equivalency)",59.3
"41039",77.5,"High school graduate (includes equivalency)",63.2
"41041",73.1,"High school graduate (includes equivalency)",66.3
"41043",75.4,"High school graduate (includes equivalency)",62
"41045",72.3,"High school graduate (includes equivalency)",44.7
"41047",77.9,"High school graduate (includes equivalency)",64.4
"41049",85.4,"High school graduate (includes equivalency)",63.8
"41051",82.9,"High school graduate (includes equivalency)",64.5
"41053",78.9,"High school graduate (includes equivalency)",64.5
"41055",80,"High school graduate (includes equivalency)",64.8
"41057",70.6,"High school graduate (includes equivalency)",61
"41059",78.2,"High school graduate (includes equivalency)",61.2
"41061",82.8,"High school graduate (includes equivalency)",61.8
"41063",79.7,"High school graduate (includes equivalency)",59.9
"41065",80.4,"High school graduate (includes equivalency)",67.9
"41067",80.3,"High school graduate (includes equivalency)",70.6
"41069",83.1,"High school graduate (includes equivalency)",64.4
"41071",79.2,"High school graduate (includes equivalency)",64.8
"42001",83.4,"High school graduate (includes equivalency)",77.9
"42003",84.2,"High school graduate (includes equivalency)",65.8
"42005",81.9,"High school graduate (includes equivalency)",65.6
"42007",84.2,"High school graduate (includes equivalency)",68.6
"42009",81.9,"High school graduate (includes equivalency)",72.7
"42011",85.9,"High school graduate (includes equivalency)",74.1
"42013",86.1,"High school graduate (includes equivalency)",66.6
"42015",80.4,"High school graduate (includes equivalency)",66.6
"42017",84.2,"High school graduate (includes equivalency)",71.5
"42019",82.5,"High school graduate (includes equivalency)",72.1
"42021",80.3,"High school graduate (includes equivalency)",62.5
"42023",80.6,"High school graduate (includes equivalency)",69.1
"42025",82.1,"High school graduate (includes equivalency)",68.4
"42027",83,"High school graduate (includes equivalency)",70.7
"42029",84,"High school graduate (includes equivalency)",73.8
"42031",80.4,"High school graduate (includes equivalency)",66.1
"42033",79.7,"High school graduate (includes equivalency)",62.5
"42035",84.1,"High school graduate (includes equivalency)",72.2
"42037",82.8,"High school graduate (includes equivalency)",70.3
"42039",79.7,"High school graduate (includes equivalency)",66.2
"42041",84.3,"High school graduate (includes equivalency)",73.7
"42043",84.9,"High school graduate (includes equivalency)",69.9
"42045",85.1,"High school graduate (includes equivalency)",68.3
"42047",84.7,"High school graduate (includes equivalency)",75.1
"42049",82.2,"High school graduate (includes equivalency)",66.8
"42051",80.4,"High school graduate (includes equivalency)",59.1
"42053",58,"High school graduate (includes equivalency)",22.5
"42055",83,"High school graduate (includes equivalency)",74.9
"42057",82.3,"High school graduate (includes equivalency)",69.2
"42059",80.1,"High school graduate (includes equivalency)",49.1
"42061",79.3,"High school graduate (includes equivalency)",58.8
"42063",81.9,"High school graduate (includes equivalency)",65
"42065",81.7,"High school graduate (includes equivalency)",68.2
"42067",74.2,"High school graduate (includes equivalency)",72.9
"42069",83.7,"High school graduate (includes equivalency)",65
"42071",86.1,"High school graduate (includes equivalency)",74.9
"42073",83.5,"High school graduate (includes equivalency)",65.9
"42075",85,"High school graduate (includes equivalency)",75.2
"42077",83.4,"High school graduate (includes equivalency)",71.5
"42079",83.7,"High school graduate (includes equivalency)",64.6
"42081",84.4,"High school graduate (includes equivalency)",68.2
"42083",79.4,"High school graduate (includes equivalency)",64
"42085",83.7,"High school graduate (includes equivalency)",63.4
"42087",80.9,"High school graduate (includes equivalency)",69.1
"42089",83.9,"High school graduate (includes equivalency)",64
"42091",85,"High school graduate (includes equivalency)",71.4
"42093",82.2,"High school graduate (includes equivalency)",66.3
"42095",84,"High school graduate (includes equivalency)",72.1
"42097",81.6,"High school graduate (includes equivalency)",67.5
"42099",84,"High school graduate (includes equivalency)",74.3
"42101",83,"High school graduate (includes equivalency)",57.7
"42103",77.9,"High school graduate (includes equivalency)",65
"42105",74.6,"High school graduate (includes equivalency)",65.7
"42107",82.5,"High school graduate (includes equivalency)",62.8
"42109",86.7,"High school graduate (includes equivalency)",77.5
"42111",81.1,"High school graduate (includes equivalency)",67.1
"42113",77.5,"High school graduate (includes equivalency)",68.7
"42115",79.5,"High school graduate (includes equivalency)",68.7
"42117",78.8,"High school graduate (includes equivalency)",66.1
"42119",76.3,"High school graduate (includes equivalency)",54.7
"42121",81.6,"High school graduate (includes equivalency)",66.3
"42123",79.9,"High school graduate (includes equivalency)",69.8
"42125",83.1,"High school graduate (includes equivalency)",68.5
"42127",73.4,"High school graduate (includes equivalency)",55.6
"42129",83.9,"High school graduate (includes equivalency)",68.8
"42131",78.6,"High school graduate (includes equivalency)",67.1
"42133",84.1,"High school graduate (includes equivalency)",73.7
"44001",84.8,"High school graduate (includes equivalency)",72.4
"44003",86.2,"High school graduate (includes equivalency)",73.8
"44005",77.3,"High school graduate (includes equivalency)",71.7
"44007",85.6,"High school graduate (includes equivalency)",67
"44009",82,"High school graduate (includes equivalency)",71.9
"45001",79.4,"High school graduate (includes equivalency)",56.6
"45003",81.8,"High school graduate (includes equivalency)",64
"45005",76.5,"High school graduate (includes equivalency)",44.1
"45007",80.3,"High school graduate (includes equivalency)",64.5
"45009",85.9,"High school graduate (includes equivalency)",63.9
"45011",83.6,"High school graduate (includes equivalency)",58.5
"45013",71.2,"High school graduate (includes equivalency)",63.2
"45015",78,"High school graduate (includes equivalency)",64.5
"45017",85.7,"High school graduate (includes equivalency)",65.9
"45019",81.9,"High school graduate (includes equivalency)",67.4
"45021",72.7,"High school graduate (includes equivalency)",58.2
"45023",76.6,"High school graduate (includes equivalency)",58.5
"45025",78.3,"High school graduate (includes equivalency)",62.5
"45027",74,"High school graduate (includes equivalency)",52.1
"45029",79,"High school graduate (includes equivalency)",61.1
"45031",79.5,"High school graduate (includes equivalency)",58.9
"45033",81.1,"High school graduate (includes equivalency)",60.9
"45035",82.7,"High school graduate (includes equivalency)",65.7
"45037",75.2,"High school graduate (includes equivalency)",48.7
"45039",71.8,"High school graduate (includes equivalency)",54.1
"45041",84.5,"High school graduate (includes equivalency)",61.6
"45043",69.9,"High school graduate (includes equivalency)",58.8
"45045",82.7,"High school graduate (includes equivalency)",66.1
"45047",79.1,"High school graduate (includes equivalency)",61
"45049",84,"High school graduate (includes equivalency)",60
"45051",79.1,"High school graduate (includes equivalency)",63.4
"45053",77.3,"High school graduate (includes equivalency)",69.6
"45055",78.4,"High school graduate (includes equivalency)",62.1
"45057",82.2,"High school graduate (includes equivalency)",63.2
"45059",85.3,"High school graduate (includes equivalency)",62.2
"45061",70.3,"High school graduate (includes equivalency)",49
"45063",84,"High school graduate (includes equivalency)",69.9
"45065",60.7,"High school graduate (includes equivalency)",44.8
"45067",74.4,"High school graduate (includes equivalency)",56.7
"45069",84.8,"High school graduate (includes equivalency)",53.8
"45071",85.2,"High school graduate (includes equivalency)",66.2
"45073",75.2,"High school graduate (includes equivalency)",59.6
"45075",76.5,"High school graduate (includes equivalency)",58.2
"45077",79.8,"High school graduate (includes equivalency)",66.4
"45079",81.8,"High school graduate (includes equivalency)",62.1
"45081",78.8,"High school graduate (includes equivalency)",62.6
"45083",81.5,"High school graduate (includes equivalency)",64.3
"45085",74.5,"High school graduate (includes equivalency)",61.1
"45087",86.2,"High school graduate (includes equivalency)",55.1
"45089",71,"High school graduate (includes equivalency)",55.6
"45091",82.8,"High school graduate (includes equivalency)",70.5
"46003",90.3,"High school graduate (includes equivalency)",78.5
"46005",86.9,"High school graduate (includes equivalency)",83.1
"46007",81,"High school graduate (includes equivalency)",67.3
"46009",78.5,"High school graduate (includes equivalency)",54.4
"46011",86.8,"High school graduate (includes equivalency)",81.8
"46013",91.5,"High school graduate (includes equivalency)",81.6
"46015",92.8,"High school graduate (includes equivalency)",79.9
"46017",88.8,"High school graduate (includes equivalency)",53.3
"46019",85.2,"High school graduate (includes equivalency)",75.6
"46021",80.3,"High school graduate (includes equivalency)",88
"46023",82.6,"High school graduate (includes equivalency)",65.6
"46025",86.1,"High school graduate (includes equivalency)",80.1
"46027",78.3,"High school graduate (includes equivalency)",73.8
"46029",89,"High school graduate (includes equivalency)",84.9
"46031",81.1,"High school graduate (includes equivalency)",50.2
"46033",78.7,"High school graduate (includes equivalency)",73.4
"46035",87.2,"High school graduate (includes equivalency)",81.9
"46037",85.6,"High school graduate (includes equivalency)",77.1
"46039",82.8,"High school graduate (includes equivalency)",82
"46041",83.2,"High school graduate (includes equivalency)",54.3
"46043",80,"High school graduate (includes equivalency)",80.8
"46045",75.9,"High school graduate (includes equivalency)",86.8
"46047",72.5,"High school graduate (includes equivalency)",65.6
"46049",78.3,"High school graduate (includes equivalency)",83.3
"46051",84.8,"High school graduate (includes equivalency)",81.3
"46053",89.5,"High school graduate (includes equivalency)",81.3
"46055",79.2,"High school graduate (includes equivalency)",85.1
"46057",92.5,"High school graduate (includes equivalency)",81.9
"46059",81.1,"High school graduate (includes equivalency)",81.6
"46061",88.1,"High school graduate (includes equivalency)",82.5
"46063",82.9,"High school graduate (includes equivalency)",81.3
"46065",89.4,"High school graduate (includes equivalency)",78.1
"46067",90,"High school graduate (includes equivalency)",78.6
"46069",87.9,"High school graduate (includes equivalency)",87.1
"46071",87.8,"High school graduate (includes equivalency)",56.6
"46073",89,"High school graduate (includes equivalency)",86.5
"46075",79.7,"High school graduate (includes equivalency)",86.8
"46077",87.8,"High school graduate (includes equivalency)",81.4
"46079",87.4,"High school graduate (includes equivalency)",80
"46081",82.3,"High school graduate (includes equivalency)",76.4
"46083",89.6,"High school graduate (includes equivalency)",83.1
"46085",85.2,"High school graduate (includes equivalency)",75
"46087",84.2,"High school graduate (includes equivalency)",88.6
"46089",80.3,"High school graduate (includes equivalency)",68.2
"46091",88.8,"High school graduate (includes equivalency)",83.9
"46093",83.3,"High school graduate (includes equivalency)",73.9
"46095",91.1,"High school graduate (includes equivalency)",64.8
"46097",95.2,"High school graduate (includes equivalency)",85.2
"46099",89.7,"High school graduate (includes equivalency)",78.3
"46101",90,"High school graduate (includes equivalency)",75.5
"46102",76.5,"High school graduate (includes equivalency)",41.3
"46103",84.1,"High school graduate (includes equivalency)",75.3
"46105",85.4,"High school graduate (includes equivalency)",79.4
"46107",83.5,"High school graduate (includes equivalency)",79.2
"46109",89.4,"High school graduate (includes equivalency)",65.3
"46111",87.7,"High school graduate (includes equivalency)",88.1
"46115",86,"High school graduate (includes equivalency)",82.3
"46117",87,"High school graduate (includes equivalency)",88.9
"46119",93.6,"High school graduate (includes equivalency)",82.6
"46121",81.3,"High school graduate (includes equivalency)",43.2
"46123",88.4,"High school graduate (includes equivalency)",79.5
"46125",88.9,"High school graduate (includes equivalency)",79.8
"46127",90.4,"High school graduate (includes equivalency)",78.8
"46129",83.6,"High school graduate (includes equivalency)",76.3
"46135",82.4,"High school graduate (includes equivalency)",71.8
"46137",89.3,"High school graduate (includes equivalency)",58.6
"47001",78.5,"High school graduate (includes equivalency)",61.2
"47003",87.9,"High school graduate (includes equivalency)",67.2
"47005",75.1,"High school graduate (includes equivalency)",56.8
"47007",80.4,"High school graduate (includes equivalency)",49.4
"47009",79.4,"High school graduate (includes equivalency)",67.3
"47011",79.7,"High school graduate (includes equivalency)",62.8
"47013",72.8,"High school graduate (includes equivalency)",57.1
"47015",81.1,"High school graduate (includes equivalency)",63.5
"47017",83.8,"High school graduate (includes equivalency)",63.6
"47019",77.5,"High school graduate (includes equivalency)",61.4
"47021",85.3,"High school graduate (includes equivalency)",71.1
"47023",86,"High school graduate (includes equivalency)",69.5
"47025",75.9,"High school graduate (includes equivalency)",57.8
"47027",82.1,"High school graduate (includes equivalency)",58.8
"47029",74.6,"High school graduate (includes equivalency)",63
"47031",79.3,"High school graduate (includes equivalency)",60.2
"47033",89,"High school graduate (includes equivalency)",64.7
"47035",71.3,"High school graduate (includes equivalency)",64.5
"47037",86.1,"High school graduate (includes equivalency)",67.5
"47039",80.1,"High school graduate (includes equivalency)",65.8
"47041",88.1,"High school graduate (includes equivalency)",64.1
"47043",83.1,"High school graduate (includes equivalency)",68.3
"47045",85.2,"High school graduate (includes equivalency)",65.7
"47047",81.4,"High school graduate (includes equivalency)",61.6
"47049",80.4,"High school graduate (includes equivalency)",53.4
"47051",80.8,"High school graduate (includes equivalency)",66.4
"47053",77.6,"High school graduate (includes equivalency)",62.9
"47055",78.5,"High school graduate (includes equivalency)",63.7
"47057",80.1,"High school graduate (includes equivalency)",62.2
"47059",81.7,"High school graduate (includes equivalency)",62.2
"47061",76.5,"High school graduate (includes equivalency)",52.8
"47063",79.8,"High school graduate (includes equivalency)",60.5
"47065",83.5,"High school graduate (includes equivalency)",64.8
"47067",77.5,"High school graduate (includes equivalency)",55.2
"47069",81.7,"High school graduate (includes equivalency)",47.3
"47071",80.3,"High school graduate (includes equivalency)",54.6
"47073",77.4,"High school graduate (includes equivalency)",59.7
"47075",73.9,"High school graduate (includes equivalency)",68.2
"47077",84.7,"High school graduate (includes equivalency)",58.7
"47079",75.6,"High school graduate (includes equivalency)",61.1
"47081",75.4,"High school graduate (includes equivalency)",56.1
"47083",78.5,"High school graduate (includes equivalency)",62.5
"47085",78.9,"High school graduate (includes equivalency)",61.7
"47087",79.9,"High school graduate (includes equivalency)",55.7
"47089",81.1,"High school graduate (includes equivalency)",69
"47091",77.2,"High school graduate (includes equivalency)",50.4
"47093",84.1,"High school graduate (includes equivalency)",65.9
"47095",69.5,"High school graduate (includes equivalency)",33.1
"47097",82.9,"High school graduate (includes equivalency)",51.9
"47099",80.7,"High school graduate (includes equivalency)",65.6
"47101",83.4,"High school graduate (includes equivalency)",65.4
"47103",82.4,"High school graduate (includes equivalency)",66.8
"47105",71.7,"High school graduate (includes equivalency)",64.2
"47107",82.2,"High school graduate (includes equivalency)",58.5
"47109",66.9,"High school graduate (includes equivalency)",56.3
"47111",81.4,"High school graduate (includes equivalency)",72.4
"47113",78.8,"High school graduate (includes equivalency)",66.6
"47115",85.8,"High school graduate (includes equivalency)",65
"47117",82.1,"High school graduate (includes equivalency)",65.1
"47119",83.5,"High school graduate (includes equivalency)",70.1
"47121",76,"High school graduate (includes equivalency)",51.8
"47123",81.9,"High school graduate (includes equivalency)",54.2
"47125",70,"High school graduate (includes equivalency)",57.9
"47127",80.8,"High school graduate (includes equivalency)",75.7
"47129",76,"High school graduate (includes equivalency)",48.4
"47131",81.4,"High school graduate (includes equivalency)",63.4
"47133",75.2,"High school graduate (includes equivalency)",62.8
"47135",59.3,"High school graduate (includes equivalency)",61
"47137",93.9,"High school graduate (includes equivalency)",63.5
"47139",66.1,"High school graduate (includes equivalency)",66.2
"47141",81.1,"High school graduate (includes equivalency)",61.3
"47143",85.1,"High school graduate (includes equivalency)",59.7
"47145",79.1,"High school graduate (includes equivalency)",55.5
"47147",82.7,"High school graduate (includes equivalency)",69.9
"47149",84.1,"High school graduate (includes equivalency)",70.5
"47151",80.1,"High school graduate (includes equivalency)",53.9
"47153",79.6,"High school graduate (includes equivalency)",54
"47155",81.8,"High school graduate (includes equivalency)",72.2
"47157",83,"High school graduate (includes equivalency)",62.5
"47159",79.7,"High school graduate (includes equivalency)",68.2
"47161",81.8,"High school graduate (includes equivalency)",57.1
"47163",82.8,"High school graduate (includes equivalency)",60.8
"47165",83.4,"High school graduate (includes equivalency)",71.7
"47167",83.8,"High school graduate (includes equivalency)",67.4
"47169",71.2,"High school graduate (includes equivalency)",61.5
"47171",82.3,"High school graduate (includes equivalency)",57.2
"47173",73,"High school graduate (includes equivalency)",64.3
"47175",89.8,"High school graduate (includes equivalency)",59.5
"47177",74.1,"High school graduate (includes equivalency)",69.5
"47179",82.9,"High school graduate (includes equivalency)",62.7
"47181",79.9,"High school graduate (includes equivalency)",45.2
"47183",80.2,"High school graduate (includes equivalency)",68.4
"47185",77.6,"High school graduate (includes equivalency)",56
"47187",80.8,"High school graduate (includes equivalency)",69.9
"47189",81.5,"High school graduate (includes equivalency)",70.4
"48001",79.8,"High school graduate (includes equivalency)",49.1
"48003",78.3,"High school graduate (includes equivalency)",78.4
"48005",84.6,"High school graduate (includes equivalency)",60.3
"48007",72.4,"High school graduate (includes equivalency)",56.9
"48009",87.4,"High school graduate (includes equivalency)",70.5
"48011",84.7,"High school graduate (includes equivalency)",89.7
"48013",74.8,"High school graduate (includes equivalency)",70.8
"48015",79.1,"High school graduate (includes equivalency)",76.6
"48017",83,"High school graduate (includes equivalency)",71.7
"48019",77.7,"High school graduate (includes equivalency)",67.8
"48021",78.1,"High school graduate (includes equivalency)",64.9
"48023",69,"High school graduate (includes equivalency)",66.2
"48025",70.9,"High school graduate (includes equivalency)",39
"48027",68.6,"High school graduate (includes equivalency)",61.1
"48029",79.9,"High school graduate (includes equivalency)",67.9
"48031",77.2,"High school graduate (includes equivalency)",66.5
"48033",78,"High school graduate (includes equivalency)",69.6
"48035",76.4,"High school graduate (includes equivalency)",66
"48037",78.2,"High school graduate (includes equivalency)",56.5
"48039",85.9,"High school graduate (includes equivalency)",65.9
"48041",82,"High school graduate (includes equivalency)",65.4
"48043",82.3,"High school graduate (includes equivalency)",63.1
"48045",88.1,"High school graduate (includes equivalency)",88.1
"48047",74,"High school graduate (includes equivalency)",46.8
"48049",81.5,"High school graduate (includes equivalency)",65
"48051",78.1,"High school graduate (includes equivalency)",73
"48053",72.7,"High school graduate (includes equivalency)",68.7
"48055",85.6,"High school graduate (includes equivalency)",63.6
"48057",84.1,"High school graduate (includes equivalency)",71.6
"48059",75.8,"High school graduate (includes equivalency)",65.8
"48061",81.5,"High school graduate (includes equivalency)",63.8
"48063",83.1,"High school graduate (includes equivalency)",61.1
"48065",88.7,"High school graduate (includes equivalency)",77
"48067",73.6,"High school graduate (includes equivalency)",60.4
"48069",77.2,"High school graduate (includes equivalency)",81.8
"48071",80.7,"High school graduate (includes equivalency)",58.5
"48073",79.1,"High school graduate (includes equivalency)",59.8
"48075",66.9,"High school graduate (includes equivalency)",49.2
"48077",84.9,"High school graduate (includes equivalency)",64.2
"48079",87.3,"High school graduate (includes equivalency)",70.3
"48081",89.8,"High school graduate (includes equivalency)",78
"48083",71.1,"High school graduate (includes equivalency)",51.9
"48085",83.4,"High school graduate (includes equivalency)",72.2
"48087",81,"High school graduate (includes equivalency)",65.9
"48089",76.2,"High school graduate (includes equivalency)",74
"48091",74.9,"High school graduate (includes equivalency)",70.7
"48093",80.3,"High school graduate (includes equivalency)",69.2
"48095",64.8,"High school graduate (includes equivalency)",43.7
"48097",84.5,"High school graduate (includes equivalency)",73.9
"48099",66,"High school graduate (includes equivalency)",42.2
"48101",72.2,"High school graduate (includes equivalency)",72.6
"48103",84.1,"High school graduate (includes equivalency)",73.8
"48105",87,"High school graduate (includes equivalency)",86.8
"48107",85.4,"High school graduate (includes equivalency)",69.6
"48109",69.5,"High school graduate (includes equivalency)",66.7
"48111",88.2,"High school graduate (includes equivalency)",71
"48113",84,"High school graduate (includes equivalency)",68.7
"48115",88.1,"High school graduate (includes equivalency)",54.2
"48117",81.2,"High school graduate (includes equivalency)",74.2
"48119",76.7,"High school graduate (includes equivalency)",58.6
"48121",84.7,"High school graduate (includes equivalency)",76.7
"48123",80.5,"High school graduate (includes equivalency)",57.6
"48125",81.9,"High school graduate (includes equivalency)",36.1
"48127",91.7,"High school graduate (includes equivalency)",72.6
"48129",83.3,"High school graduate (includes equivalency)",67.2
"48131",86.4,"High school graduate (includes equivalency)",57.8
"48133",85.2,"High school graduate (includes equivalency)",55.9
"48135",83.9,"High school graduate (includes equivalency)",73.8
"48137",82.4,"High school graduate (includes equivalency)",84.6
"48139",86.1,"High school graduate (includes equivalency)",72.5
"48141",78,"High school graduate (includes equivalency)",63.8
"48143",83.1,"High school graduate (includes equivalency)",72
